IB0123394     22881   100100010401062010          52000EURCANCELACION F/ANTICIPADA DESPLAZAMIENTO  0 0
IB0123        14990   100100010508062010            000EUR-                                        0 0
IB0148710     17403   100100010608062010            000EURFormación en Fundamentos para la         0 0
IB0148710     17403   100100010608062010            000EURCurso básico ITIL (e-learning)           0 0
IB0148710     17403   100100010708062010            000EURReparacion Impresora I3AB                0 0
IB013450      14990   100100010809062010            000EURHP Servers 8GB DDR2 Memory               0 0
IB0142813     14992   100100010909062010            000EUR-                                        0 0
IB017349      17931   100100011011062010            000EURHP DISCO DURO 146 GB HOT SWAP 3,5"       0 0
IB012439      24700   100100011110062010            000EURDESPLAZAMIENTO                           0 0
IB012439      24700   100100011110062010            000EURDESPLAZAMIENTO                           0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22249   100100011210062010            000EURHORAS DE SERVICIO                        0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22249   100100011210062010            000EURHORAS DE SERVICIO                        0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22250   100100011210062010            000EURLICENCIA CLIENTE                         0 0
IB012221      22249   100100011210062010            000EURHORAS DE SERVICIO                        0 0
IB0150        14992   100100011314062010            000EURxmpresora multifuncion Laserjet  CM1312  0 0
IB011816      14990   100100011417062010            000EURSOPORTE TELEFONICO                       0 0
IB013242      4330    100100011503062010          -2780EURMtto. Software Iberper. Nómina y Adminis 0 0
IB01295       25896   100100011630062010            000EURHP DL380G7 SFF CTO Chassis               0 0
IB01295       25896   100100011730062010         765150EURKingsto Memoria - 16 GB ( 2 x 8 GB )     0 0
IB01295       25896   100100011730062010          20158EURHP NC360T PCI-E MDUAL PORT               0 0
IB0153        7095    100110612901062010        4238802EURPERIODO: JUNIO 2010                      0 0
IB012252      14534   100110613001062010         530350EURMantenimiento y Soporte de Licencias RPS 0 0
IB013246      21065   100110613101062010         134680EURMantenimiento y soporte Licencias RPS    0 0
IB012439      14534   100110613201062010         976700EURMantenimiento y Soporte de Licencias RPS 0 0
IB013933      14534   100110613301062010         188860EURMantenimiento y Soporte de Licencias RPS 0 0
IB014022      21059   100110613401062010         395430EURMantenimiento y Soporte de Licencias RPS 0 0
IB012389      14534   100110613501062010         229700EURMantenimiento y Soporte de Licencias RPS 0 0
IB019         7120    100110613601062010          19626EUR20/04/10 Aviso domiciliación (basuras,va 0 0
IB019         7120    100110613601062010           1747EUR04/05/10Aguas y saneamiento              0 0
IB019         7120    100110613601062010           6831EUR14/05/10 Basuras                         0 0
IB019         7120    100110613601062010          53669EUR19/05/10 I.B.I.                          0 0
IB019         7120    100110613601062010           6996EUR20/05/10 Basuras+cupón                   0 0
IB019         7120    100110613601062010          13112EURImpresión de circulares 2+2              0 0
IB019         7120    100110613601062010          17059EURManipulado mayo (plegado de 2 elem.ensob 0 0
IB019         7120    100110613601062010         111014EURManipulado mayo (simple)                 0 0
IB018070      18947   100110613701062010           8258EURServicios a Neiker: Dirección Proyecto   0 0
