IB0136828     19426   901111085004092009       15423250EURValidac. Doc. Técnica 7 - Sep/09         0 0
IB01466       7118    901111085101092009        2130148EURCuota de proceso según contrato del serv 0 0
IB01466       7118    901111085201092009         203223EURCuota de explotación y mantenimiento del 0 0
IB01329       22489   901111085301092009        8425482EURCONVENIOS                                0 0
IB01329       22493   901111085401092009        6395360EUREXTRANJERÍA                              0 0
IB013175      22780   901111085501092009          31750EURAgosto de 2009 - Gizane Goikolea         0 0
IB0153        7095    901111085601092009        1706390EURPERIODO: SEPTIEMBRE 09                   0 0
IB0153        10755   901111085601092009         418812EURPERIODO: SEPTIEMBRE 09                   0 0
IB0153        10754   901111085601092009        1328330EURPERIODO: SEPTIEMBRE 09                   0 0
IB0153        10742   901111085601092009         890137EURPERIODO: SEPTIEMBRE 09                   0 0
IB0153        22964   901111085601092009          60000EURPERIODO: SEPTIEMBRE 09                   0 0
IB0197        7130    901111085701092009          12000EURPetición: #1578801                       0 0
IB0197        7130    901111085801092009          12000EURPetición: #1563909                       0 0
IB0197        7130    901111085901092009           7500EURPetición: #1580718                       0 0
IB0197        7130    901111086001092009          11500EURPetición: #1578830                       0 0
IB012737      20963   901111086101092009         720000EURCorrespondiente a Setiembre y Octubre de 0 0
IB013634      21065   901111086201092009          31360EURMantenimiento y Soporte de Licencias RPS 0 0
IB0112        20963   901111086301092009        4613333EURCorrespondiente a Setiembre y Octubre de 0 0
IB0135224     21065   901111086401092009         192220EURMantenimiento y Soporte de Licencias RPS 0 0
IB0112        20961   901111086501092009        1110937EURCorrespondiente a Setiembre y Octubre de 0 0
IB013933      14534   901111086601092009         142450EURMantenimiento y Soporte de Licencias RPS 0 0
IB0112        20961   901111086701092009        1221149EURCorrespondiente a Setiembre y Octubre de 0 0
IB013430      19129   901111086807092009         525000EURSolidWorks Network Installation          0 0
IB012737      20961   901111086901092009         190584EURCorrespondiente a Setiembre y Octubre de 0 0
IB012737      20961   901111087001092009         173383EURCorrespondiente a Setiembre y Octubre de 0 0
IB014022      21059   901111087101092009         516040EURMantenimiento y Soporte de Licencias RPS 0 0
IB014090      21065   901111087201092009         896200EURMantenimiento y Soporte de Licencias RPS 0 0
IB012332      14534   901111087301092009         136800EURMantenimiento y Soporte de Licencias     0 0
IB0112        20961   901111087401092009        2060730EURCorrespondiente a Setiembre y Octubre de 0 0
IB013793      21074   901111087501092009         375600EURMantenimiento y Soporte de Licencias RPS 0 0
IB012737      20961   901111087601092009         321617EURCorrespondiente a Setiembre y Octubre de 0 0
IB012737      20961   901111087701092009         202500EURCorrespondiente a Setiembre y Octubre de 0 0
IB0112        20961   901111087801092009        1297500EURCorrespondiente a Setiembre y Octubre de 0 0
IB019470      19129   901111087907092009         300000EURPDMWorks inst, config, volcado datos     0 0
IB019470      19129   901111087907092009         120000EURFormación equipos de frio                0 0
IB01398       8076    901111088030092009         194348EUREmisión nómina Agosto ( 26.583 ejemplare 0 0
IB019470      19129   901111088107092009         119500EURPDMWorks Workgroup Contributor           0 0
IB019470      19129   901111088107092009          69800EURPDMWorks Workgroup Cont. Mtto. 1 Yr      0 0
IB013720      12336   901111088201092009        1621682EURSERVICIO HELPDESK (Empresas)             0 0
IB014585      14539   901111088307092009         118500EURMant. A3 NOM PLUS WIN RED                0 0
IB0142769     22364   901111088407092009          32000EURServicios realizados por Daniel Martos y 0 0
IB01254       16241   901111088501092009        1050000EURProg. 2009-Adap. SAP HR para ERE-Sep/09  0 0
IB0142906     21925   901111088608092009         285444EURPersonalizaciones diversas en Navision s 0 0
IB0127003     19154   901111088708092009          61750EURDesarrollo formato de facturas en pdf    0 0
IB01UT10      20007   901111088808092009        5994997EURMigración: Hitos (8-9) - Jul/09          0 0
IB01UT10      20365   901111088808092009        3121993EURMigración: Hitos (8-9) - Jul/09          0 0
IB01UT10      20365   901111088808092009        3639413EURMigración: Hitos (8-9) - Jul/09          0 0
IB015559      20081   901111088908092009         219000EURPlan B: Hitos (3-4) Test integr - Jul/09 0 0
IB019400      16477   901111089008092009         808362EUR* Facturació linial Agost 2009           0 0
IB0151        14990   901111089101092009         369240EURSubscription for Support                 0 0
IB0151        14990   901111089101092009          64158EURSubscription for Support                 0 0
