IB017402      17931   110100014130082011            000EURHP DVD RW DL                             0 0
IB017402      17931   110100014230082011            000EURHP DVD RW DL                             0 0
IB017402      17931   110100014230082011            000EURPortes Proveedores                       0 0
IB012047      19128   110110869103082011        1196000EURENTERPRISE PDM CONTRIBUTOR.              0 0
IB012047      19128   110110869103082011         360000EURMANTENIMIENTO ENTERPRISE PDM CONTRIBUTOR 0 0
IB012959      19133   110110869203082011         160000EURMANTENIMIENTO SOLIDWORKS 2011 + MYCAD.   0 0
IB012959      19133   110110869203082011            000EURAcceso a Mycad Services                  0 0
IB019466      30088   110110869305082011          50000EURACTIVACION SOLIDWORKS PROFESIONAL.       0 0
IB019466      30088   110110869305082011         199500EURSOLIDWORKS ENTERPRISE PDM.               0 0
IB019466      30088   110110869305082011         180000EURMANTENIMIENTO SOLIDWORKS PROFESIONAL + P 0 0
IB019466      30088   110110869305082011          55000EURMANTENIMIENTO SOLIDWORKS ENTERPRISE PDM. 0 0
IB019466      30088   110110869305082011            000EURJORNADA DE INSTALACION.                  0 0
IB0151387     19469   110110869401082011       12050376EURBilling for works performed in July 2011 0 0
IB01127       29284   110110869501082011         229000EURPedido nº 30503                          0 0
IB01127       29284   110110869501082011          32000EURDesplazamientos                          0 0
IB0142155     20894   110110869601082011        1884748EURagosto 2011                              0 0
IB0151519     29494   110110869701082011         316084EURServicio Infraestructura Hardware Housin 0 0
IB0114737     20565   110110869803082011         138000EURroselló luchana                          0 0
IB0114737     20565   110110869803082011         149900EURHormigueras-luchana                      0 0
IB0114737     20565   110110869803082011         257200EURalcobendas-roselló                       0 0
IB0114737     20565   110110869803082011         219172EURcomunicaciones                           0 0
IB01597       30104   110110869905082011         251400EURProyecto IBERPER 30% Hito I según presup 0 0
IB012346      14534   110110870001082011         210100EURMantenimiento y Soporte de Licencias RPS 0 0
IB012325      14534   110110870101082011         236600EURMantenimiento y Soporte de Licencias RPS 0 0
IB0127463     14534   110110870204082011         269345EURMantenimiento y Soporte de Licencias RPS 0 0
IB012181      14534   110110870301082011         199290EURMantenimiento y Soporte de Licencias RPS 0 0
IB012100      21059   110110870401082011         343109EURMantenimiento y Soporte de Licencias RPS 0 0
IB012713      14534   110110870501082011         208108EURMantenimiento y Soporte de Licencias RPS 0 0
IB013060      21065   110110870601082011         284700EURMantenimiento y Soporte de Licencias RPS 0 0
IB013785      21074   110110870715082011         192100EURMantenimiento y Soporte de Licencias RPS 0 0
IB011955      29868   110110870804082011          28600EURModificación S/Presup. PC-2011-07-4082   0 0
IB01530       26706   110110870910082011        3442581EURAgost 2011                               0 0
IB01530       26707   110110871010082011        2519709EURAgost 2011                               0 0
IB014034      26742   110110871101082011         451000EURTrabajos realizados por Mª Teresa Mtnez  0 0
IB011793      22502   110110871231082011         312500EURGESTIÓN TAREAS LOG MVNO AGOSTO 2011      0 0
IB011793      22502   110110871331082011         291408EURACOMMODATION SUPPORT AGOSTO 2011         0 0
IB011793      22502   110110871331082011         364839EURAT LOCALES TÉCNICOS AGOSTO 2011          0 0
IB011793      22502   110110871431082011         433160EURAT GPH (Raúl Santamaría) AGOSTO 2011     0 0
IB011793      22502   110110871531082011         765665EURSERVICIO TÉCNICO OTC AGOSTO 2011         0 0
IB011793      22502   110110871631082011         329461EURSERVICIO SOPORTE FACTURACIÓN ACCESO AGOS 0 0
IB014319      14992   110110871701082011          80893EURWindows Server 2008                      0 0
IB014319      14992   110110871701082011          65180EURLicencia de Windows Cal 2008             0 0
IB014319      14992   110110871701082011          78909EURExchgSvrStd 2010 SNGL OLP NL             0 0
IB014319      14992   110110871701082011         150520EURExchgStdCAL 2010 SNGL OLP NL DvcC        0 0
IB014319      14992   110110871701082011         254446EURHP DL380G7 E5620 Base EU Svr             0 0
IB014319      14992   110110871701082011          26784EURHP 4GB 2Rx4 PC3-10600R-9 Kit             0 0
IB014319      14992   110110871701082011          44296EURHP -hd 72 GB - hot-swap -2.5"SAS 1500rpm 0 0
IB014319      14992   110110871701082011         117436EURHP 146Gb 6G SAS 15k 2.5in DP ENT HDD     0 0
IB014319      14992   110110871701082011          18542EURHP 460W HE 12V Hotplg AC Pwr Supply Kit  0 0
IB014319      14992   110110871701082011          10301EURHP Slim SATA DVD RW Optical Drive        0 0
IB014319      14992   110110871701082011            000EURIntegración elementos del servidor       0 0
IB014319      14992   110110871701082011          50212EURKit de procesador HP DL380 G7 Intel Xeon 0 0
IB014319      14992   110110871701082011         206953EUR5 años, domicilio, respuesta en 4hrs 13x 0 0
IB014319      14990   110110871701082011         765000EURServicios técnicos de instalación y conf 0 0
IB014319      14992   110110871701082011          59034EURHP 146Gb 6G SAS 15k 2.5in DP ENT HDD     0 0
IB011793      19227   110110871831082011       15879098EURBLP NAVARRA SA AGOSTO 2011               0 0
IB011793      19227   110110871831082011       24018851EURBLP NAVARRA SD AGOSTO 2011               0 0
IB011793      19227   110110871831082011       18606320EURBLP NAVARRA PLUS AGOSTO 2011             0 0
IB011793      19227   110110871831082011        4308763EUR24x7 OPERACIONES Y SISTEMAS AGOSTO 2011  0 0
IB011793      22502   110110871931082011         361812EURSERVICIO SALVADOR ESTEVE EN GTM AGOSTO 2 0 0
IB014307      14627   110110872001082011         329934EURServicio Hot-Line.                       0 0
IB014307      14620   110110872101082011         866826EURAsistencia Técnica Aplicaciones PMS y WE 0 0
IB011793      22502   110110872231082011         671169EURENTREGA PROYECTO WHOLESALE AGOSTO 2011   0 0
IB0148710     14990   110110872301082011         171519EURSoporte HP HW 4 horas, 13x5 AGOSTO       0 0
IB0149468     25866   110110872401082011        2587500EURContratación de Servicios para la Defini 0 0
IB017248      29215   110110872520082011          64480EURCUOTA AGOSTO 2011                        0 0
IB017823      16740   110110872631082011         383750EURCUOTA AGOSTO 2011                        0 0
IB014090      13541   110110872731082011         196329EURCONTRATO SOLUCIÓN DE IMPRESIÓN           0 0
IB017911      14513   110110872831082011         566963EUR- CONTRATO SOLUCIÓN DE IMPRESIÓN         0 0
IB01398       5480    110110872915082011       78746833EURNúmero de disposición 2011/001627-P.  80 0 0
IB0143016     12932   110110873031082011        1132083EURCONTRATO SOLUCION DE IMPRESION           0 0
IB0143016     20669   110110873131082011         384303EUR- CONTRATO SOLUCIÓN DE IMPRESIÓN         0 0
IB01398       9750    110110873215082011       53970551EURNúmero de disposición: 2011/002082-A. Ge 0 0
IB01398       9749    110110873315082011        6045198EURNúmero de disposición: 2011/004830-Z  In 0 0
IB01398       5537    110110873415082011       44011673EURNúmero de disposición: 2011/001623-G.  8 0 0
IB01398       9752    110110873515082011       22173976EUR"Número de disposición: 2011/001619-T.   0 0
IB01398       9753    110110873615082011        7839553EURNúmero de disposición: 2011/002100-C. 80 0 0
IB01398       9664    110110873715082011       17182152EURNúmero de disposición 2011/003314-S.  80 0 0
